card_id,target
C_ID_12ee8ab17a,-0.85228205
C_ID_d543e00469,-0.26644075
C_ID_91e960d08f,0.11087617
C_ID_876bf4bea6,0.38618582
C_ID_bca9fd7a34,-0.38840437
C_ID_ce489f86d1,-0.32131064
C_ID_a2f1f4964d,-0.89101315
C_ID_c5526b4a82,-0.9559766
C_ID_a51d58a5ef,-0.18303198
C_ID_2ea4c3f269,-0.095864296
C_ID_0ad663712d,0.16848505
C_ID_9f205b643c,-0.6953534
C_ID_a23d5b907f,-0.51353955
C_ID_fce231c8a3,-0.50122774
C_ID_fd3c643078,0.07129258
C_ID_0aaa962d5e,-0.15705216
C_ID_51c466eeba,-0.76932204
C_ID_4cf0a6c713,-0.44513607
C_ID_dac6ff5b70,-0.64497364
C_ID_84d7bf1269,-0.5446646
C_ID_e1e8acdab6,0.40310016
C_ID_4ab54b988f,-0.58176553
C_ID_45e2cac501,-0.2954349
C_ID_c55808f402,-0.26639616
C_ID_c26381a58e,0.72955406
C_ID_6c6fc27f19,-0.562366
C_ID_4c2682fb80,-0.66215694
C_ID_79713b508a,-0.14592093
C_ID_77a9133536,-0.5356617
C_ID_764456eb02,-0.3351106
C_ID_9189dadc72,-0.22928566
C_ID_f1c0aa6f3c,-0.8884183
C_ID_0763171db6,0.22155434
C_ID_c554360bfe,-0.51604843
C_ID_cfb87f52ae,-0.848035
C_ID_d99a6ea9e0,-0.5667976
C_ID_7fa0d03279,-0.2862441
C_ID_1571a674c8,-0.6662817
C_ID_87c16e5496,0.29515147
C_ID_e0b7951237,-0.8943819
C_ID_90c74fe7b4,-0.39569318
C_ID_7ce9c02b76,-0.46572137
C_ID_83435bac3d,-0.8559997
C_ID_439720c321,-1.5238447
C_ID_10a8a42d77,-0.34741688
C_ID_a485f8a1a5,-0.68475986
C_ID_0defe22c13,-0.43567538
C_ID_95943569e9,-0.6484606
C_ID_be3c295747,-0.39015883
C_ID_f9bd6c67b0,-0.33766794
C_ID_4b2514ee32,-0.6448047
C_ID_689b430d0b,-0.26291758
C_ID_5ac4488f3c,-0.19077218
C_ID_4bf0426f57,-0.071151495
C_ID_88cb2d5ac7,-1.1194171
C_ID_9c5220f864,-0.24214196
C_ID_6bb9e252f4,-0.32725108
C_ID_8ae58e7880,-0.7030165
C_ID_619082bf7d,-0.88784397
C_ID_ba95ae9113,-0.26774907
C_ID_fdfe6133db,-0.5664469
C_ID_1a5c4864c0,-0.42678446
C_ID_7a66376702,-0.68962145
C_ID_325049a5b3,-0.42108905
C_ID_5c3a6a254b,-0.79907954
C_ID_768a62fd67,-1.0037922
C_ID_8280ac022c,-0.35074502
C_ID_0621c41948,-0.2795903
C_ID_c97d368d54,-0.84886646
C_ID_a69568da79,-0.019113183
C_ID_3fc03e96d3,-0.53765225
C_ID_79f510402a,-0.60647833
C_ID_d0e20268c6,-0.032596886
C_ID_237bc2b6bc,0.5062352
C_ID_738e8c6ad4,-0.74103963
C_ID_c5b913140b,-0.32231528
C_ID_dce9ae5c83,-0.47587478
C_ID_ed8c83ed3b,-0.9099715
C_ID_fb28b161c5,0.52848536
C_ID_94300ba829,-0.3978306
C_ID_29bb0bb987,-0.48283285
C_ID_eaf9218e7b,-0.20925301
C_ID_f6e7db3422,-1.0401686
C_ID_dbff82eb68,-0.7474474
C_ID_1d5864081b,-0.4347878
C_ID_a632cb47de,-0.43018693
C_ID_92836e8cfd,0.60537827
C_ID_715c9ee37c,-0.18297958
C_ID_8cdc6acec4,-0.96486795
C_ID_8ca96ad5af,-0.32323992
C_ID_54301a17f8,0.11691773
C_ID_9fcd93541b,-1.2759206
C_ID_dbc336bad4,0.30746132
C_ID_a6af5417f0,-0.5679712
C_ID_415fc459f1,-0.5511813
C_ID_e0a857bb94,-0.58879983
C_ID_ed487096e1,-0.76884186
C_ID_c3af389f96,-0.2912596
C_ID_524851647a,-0.6660713
C_ID_15cec22628,-0.29340768
C_ID_63cea539d2,-0.40617603
C_ID_89146fd05a,-0.52753067
C_ID_ab0d372843,-0.73279154
C_ID_c8df3dbb28,-0.049087167
C_ID_2d6553adc3,-1.4863746
C_ID_eb0cba1af9,-1.2592139
C_ID_e44fe24b69,-0.8447224
C_ID_78d7380cea,-0.14257342
C_ID_12b823c3ec,0.644125
C_ID_e34f0d110f,-1.0282998
C_ID_9fb2eea47b,-0.59372056
C_ID_cf63664338,-1.0471563
C_ID_1a904c4537,-0.7042136
C_ID_5f1eda7477,0.71038294
C_ID_5089081961,-0.66015446
C_ID_51d2a202ac,-0.61457694
C_ID_2fa504fb02,0.18257338
C_ID_85eba2526e,-0.6749331
C_ID_45ee340077,0.29801244
C_ID_42690c6e70,-0.2657088
C_ID_abdc9b2ed2,-0.49074537
C_ID_c85199b76e,-0.18989849
C_ID_7ffe4bd729,0.26203674
C_ID_de06fcb25a,0.13988975
C_ID_9e34c32449,-0.30136865
C_ID_1566603224,-0.37748337
C_ID_5aff05d6b1,-1.3703809
C_ID_8711d75f01,-0.6243007
C_ID_c6c9ad8f81,0.5334358
C_ID_179ce6d0fa,-0.4171815
C_ID_b575185e9e,-0.8014529
C_ID_f652457b4b,-0.39175248
C_ID_dfedf2f0e1,-0.94162714
C_ID_37a3826fef,-0.2457242
C_ID_3850b22223,0.08131534
C_ID_f31bd58a7a,-0.74709785
C_ID_d9d0fe34b0,-0.23424423
C_ID_a06291166f,-0.80887353
C_ID_919f809d81,-0.094534695
C_ID_37ed75f403,-0.26100105
C_ID_0b371e50b1,-0.98274744
C_ID_9af1b515e2,-0.35466504
C_ID_9ff39d9f8f,0.24788442
C_ID_29c4e05fbd,-1.382761
C_ID_8271c9338e,-0.433635
C_ID_9f3c474704,-0.3450908
C_ID_ec3af28b1b,0.3768161
C_ID_f65d4000cf,0.030486494
C_ID_71f27e88b6,0.46800238
C_ID_68030cf3e9,-0.7569723
C_ID_45f00b3d45,-0.19423372
C_ID_70891a0d0c,-0.76920533
C_ID_3b6d8cafcf,-0.99609745
C_ID_004885878b,-0.11553335
C_ID_770c5d6625,-0.48691255
C_ID_d31c5d136d,-0.69300866
C_ID_7937c4bbfc,1.1112894
C_ID_0cd0945f72,-0.6981827
C_ID_be0ad9b7eb,0.25772786
C_ID_93f59bf677,-0.32700574
C_ID_6d986296cb,-0.37709397
C_ID_c4bb8234b4,-0.41069138
C_ID_eed977f280,-0.56358445
C_ID_f781a6faa6,-0.79356503
C_ID_bf905bf168,-0.37002748
C_ID_52303de7e7,0.12756687
C_ID_911e8ffbe0,-0.46460485
C_ID_80e2d98076,-1.4037241
C_ID_0a2c2f9f58,-0.6903074
C_ID_152f65c13d,-1.1021953
C_ID_8e08777375,-0.5773103
C_ID_f4d9706702,-1.1218692
C_ID_251951b363,-1.0997992
C_ID_69bcef0917,-0.3835519
C_ID_be968701f8,-0.7226404
C_ID_b64c326f44,0.47467318
C_ID_fe577884d4,-0.6602739
C_ID_fd23ece68d,-0.15222305
C_ID_8c482027cc,-0.5515734
C_ID_6815c3cbb6,-0.20687228
C_ID_e546f5fb57,-0.22786534
C_ID_921a1654dd,-0.71099794
C_ID_4ee8c5fb95,0.61950314
C_ID_3162e8711f,-0.6528003
C_ID_f4837e7c9d,0.6581757
C_ID_4ffbfb9eda,-0.2995034
C_ID_23ba0a2ea7,-0.7302886
C_ID_48d5ee7ec3,-0.21330583
C_ID_737bc87c71,-0.74823844
C_ID_34379f9950,-0.8593763
C_ID_b1bc7601e7,-0.32379067
C_ID_895c06b9ad,-0.5197333
C_ID_fbf52e58cd,0.14811486
C_ID_3edcb2f37a,-0.061090887
C_ID_19799f4e7d,-0.98544097
C_ID_e4575d884f,-0.63401365
C_ID_07c33a4a6c,-0.5913565
C_ID_614fd1294c,-0.71003246
C_ID_5f60de0fbe,-0.11420059
C_ID_f8334a2af7,-0.20589703
C_ID_900f77ee89,-0.27563572
C_ID_78036f1f3c,-0.62961197
C_ID_3e3690d009,-0.40553606
C_ID_15967b67cd,0.17361736
C_ID_75048175f8,-0.6324097
C_ID_8abd5523d4,-1.2744507
C_ID_924940f9a0,-0.3868072
C_ID_abe97a2768,0.2686093
C_ID_d2b41701e6,-0.47062552
C_ID_6079b41534,-0.93916035
C_ID_0ef64122db,0.31938332
C_ID_99fe8ffc90,-0.16991371
C_ID_f1fbafcba2,-0.68343806
C_ID_2aa82ee67f,-0.5238259
C_ID_226f7e1fcf,-0.66331947
C_ID_541f56c580,-0.010099053
C_ID_2b11143b2d,-0.21795744
C_ID_9d7e6b0442,0.3758119
C_ID_40e4e5d7e6,-0.4665931
C_ID_19d087b9fc,-0.61976385
C_ID_94e6fe1eb6,-0.58883095
C_ID_86e06aaa8f,-0.8073585
C_ID_8b36dfe26b,0.085478306
C_ID_0c71ff8a3d,-0.5549834
C_ID_4ba3300d9c,-0.10540974
C_ID_44e2940deb,-0.44900018
C_ID_d886d9d92c,0.2621863
C_ID_432fad8d0c,0.40094632
C_ID_cfc3efa189,-0.19905537
C_ID_3d88817301,-0.36220258
C_ID_ac1e84b7e2,-0.778016
C_ID_06a469f094,-0.67870164
C_ID_967ca675f9,-0.5910697
C_ID_4b3fad31c5,-0.21163821
C_ID_9565236fc4,0.06657413
C_ID_aaebc8d0ee,-0.31693828
C_ID_2f1f3ea8c6,-0.3679508
C_ID_38a6e3512e,-0.45954025
C_ID_ca8e73ecef,-0.08663988
C_ID_c02e054feb,0.12875503
C_ID_f0aebb8ac0,0.6029267
C_ID_eb2d23bda4,-0.37166488
C_ID_027336a1cb,-0.20461565
C_ID_a4df127591,-0.94428587
C_ID_b33e0f675e,-1.6931989
C_ID_c9e6f3c18d,-0.5037985
C_ID_a1e1912c2a,-0.2889313
C_ID_a84faa7483,-0.7008214
C_ID_9563a35a7f,-0.9588014
C_ID_4e2403e039,0.4141976
C_ID_15260b770e,-0.24198079
C_ID_8a172c0c0d,-0.43112546
C_ID_c77547481e,-0.87263894
C_ID_83b5aea1f4,-0.69202745
C_ID_6270f83f56,-0.35801452
C_ID_77b17029f0,-0.24808127
C_ID_4c525e9990,-1.0939685
C_ID_749f3b1b93,-0.87850523
C_ID_078f82a791,-0.25975364
C_ID_cb76fb1021,-0.39416122
C_ID_c57f1bd5bc,-0.10352874
C_ID_f4c40ac4f7,-0.28592277
C_ID_4e20b37a37,-0.44766396
C_ID_1eb28223c7,-0.53998303
C_ID_8ed2fd4992,-0.32343292
C_ID_d78643dfba,-0.02191788
C_ID_34841f60d1,-0.03627652
C_ID_c49b07a4eb,-0.42465788
C_ID_97e34365fa,-0.56061995
C_ID_1ccdb537c4,0.7966513
C_ID_318f5f397b,-0.31666726
C_ID_3566014e0c,-1.7231953
C_ID_b36ca5620f,-1.6546814
C_ID_77fb564437,-0.60929596
C_ID_54b2846a36,0.013574153
C_ID_b3381af031,-0.83729696
C_ID_02988c4aa5,-0.22195911
C_ID_3a0b3293a9,-0.05998057
C_ID_81be2ff8b5,0.4775943
C_ID_ca5a78c056,-0.8504411
C_ID_004afee4c8,-0.18355799
C_ID_6b5a6490d9,-0.3652388
C_ID_dd55221656,-0.71964645
C_ID_ac254c01c1,-0.30312508
C_ID_6b0ac2784f,-1.0067661
C_ID_512386b5f4,-0.4489802
C_ID_00397e567f,-0.88835204
C_ID_721c9311f2,0.2012349
C_ID_e9ec1792bb,-0.7772074
C_ID_16ecdcf2b0,-0.5279603
C_ID_e0e4cdfc53,-0.3168609
C_ID_f7bacba2a6,0.11477634
C_ID_4a66bb13a4,-0.14905107
C_ID_4029e95979,-1.3921312
C_ID_084e4bc415,-0.26739043
C_ID_0e6d55e198,-0.5109596
C_ID_d9584a3eef,-1.1343831
C_ID_a2020cec79,-0.5546365
C_ID_82dd0eb44f,-0.88197744
C_ID_e07f48d910,-0.6618823
C_ID_b98e08fa85,-0.07806754
C_ID_50a7f7b582,-0.35539663
C_ID_614e35f5f9,-0.09237027
C_ID_65c74bcb80,-0.3388238
C_ID_6a59ab8b93,-1.8747535
C_ID_2fe4a13787,-0.65382445
C_ID_2002264e13,-0.26853025
C_ID_7d59cd0a0a,-0.62342143
C_ID_74bfc908d3,-0.6136993
C_ID_447defddbd,-0.7014909
C_ID_3d1742ba93,-0.28747642
C_ID_f4832ba39b,0.15866575
C_ID_62aedb76df,1.071505
C_ID_1ad24f4054,-0.6448815
C_ID_45b8a92d09,0.37326887
C_ID_f38f899c09,-0.36732262
C_ID_4c7fc71084,-0.20372367
C_ID_8c9e94b453,0.4918621
C_ID_4071f3f254,-0.4709791
C_ID_dd8ef29568,-0.45162523
C_ID_5b122cf769,0.3317067
C_ID_f685dd6847,-0.4511385
C_ID_abf6cde369,-0.09075856
C_ID_2332b4e032,-0.3364783
C_ID_f59b3b6bb2,-0.4509321
C_ID_a875715dd5,-0.10604453
C_ID_dde9fc744d,0.30658948
C_ID_0e4f6af077,-0.51515543
C_ID_5fb87896d5,-0.29116917
C_ID_c1edb6769c,-0.9074539
C_ID_0cea064a88,-0.69350255
C_ID_15cefca902,-0.39184064
C_ID_ee56d3a693,-0.21411711
C_ID_3e032d1c6d,-0.5872108
C_ID_0db57787e6,-0.50961685
C_ID_61c15762f4,-0.6282581
C_ID_b913141b00,-0.33566356
C_ID_eea9f2ef29,-0.4177609
C_ID_a71db4ee55,-0.55254495
C_ID_e76a1388bf,-0.2466495
C_ID_a03ffc05ed,0.054828495
C_ID_8cdba66bb3,0.080957115
C_ID_c75c069d25,-1.4708246
C_ID_93b958c812,0.022191226
C_ID_36d82b4442,-0.24388677
C_ID_360fba8b39,-0.13723767
C_ID_86dc239658,-1.1247131
C_ID_8a141b8fa5,-0.036951423
C_ID_cd78d27cae,-0.3828606
C_ID_f3272c91a7,-0.58262837
C_ID_80c2af4684,-0.3339026
C_ID_c7acd44d7f,-1.0413066
C_ID_f3a6263458,0.023737252
C_ID_1bbe8f7d6c,-0.46371692
C_ID_54b0f0f4bc,-0.47265375
C_ID_805319dcde,-0.58535206
C_ID_cde9dcd6d8,-0.41983438
C_ID_1958bb5e7e,0.44461924
C_ID_f171d9f575,-0.21294689
C_ID_4f475ca4b3,-0.50905645
C_ID_a4c382a70f,-0.07413709
C_ID_cdfb1c12e0,-0.3297395
C_ID_6171b2fbff,-0.66749024
C_ID_7cc96c7682,0.075876236
C_ID_6b6d457a99,-1.1705627
C_ID_ed6d1338b5,-0.20389807
C_ID_17b2e43f41,-0.3666544
C_ID_f35856a259,-0.73701394
C_ID_de981b200b,0.18212464
C_ID_95b1b111cf,-0.3343987
C_ID_8acb32794c,0.26912123
C_ID_fe9f3f6d2d,-0.611686
C_ID_e44d853f1b,-0.7910466
C_ID_ec9ec8bf71,-0.38853544
C_ID_28405d2baa,-0.5769135
C_ID_65e8e8d243,-0.37800395
C_ID_4b8b9c7d69,-0.5849407
C_ID_a46e2e6ece,-0.47763002
C_ID_a7d1cd6b7c,-0.46552116
C_ID_225a5abc31,-0.080942094
C_ID_593218d660,-0.6847714
C_ID_c0d4f09669,0.050841123
C_ID_d500eb1fc3,0.38704014
C_ID_d4db589fc0,-0.06547922
C_ID_9753d91e5b,-0.33770996
C_ID_eaf6aee3d8,0.09633753
C_ID_04024e939d,-0.18240106
C_ID_4552210868,-0.63125205
C_ID_d2d79eae51,-0.581499
C_ID_19064fc2e6,-0.37835824
C_ID_e9ecdac068,-0.55016434
C_ID_3222ce4b78,-0.8280686
C_ID_aaf9f16647,-0.28115326
C_ID_a5c1ae3eda,-0.42836678
C_ID_9fd254c19a,0.2532583
C_ID_ab6451ac5a,-1.3460721
C_ID_45a7272424,-0.34542608
C_ID_7e9b4a1150,-0.6533507
C_ID_c2cff7a02e,-0.6046463
C_ID_51233cc976,-0.69958055
C_ID_6773f9bec3,-0.3488981
C_ID_20e84d59b1,-0.36647582
C_ID_9e1ce51f50,0.032371283
C_ID_865161b242,-0.58729684
C_ID_7f8b5f6b09,-0.4027099
C_ID_0b94f181a1,-0.15047818
C_ID_0302f33b8f,-0.13558555
C_ID_554b755361,-0.64395785
C_ID_7e57334cc6,-0.95751524
C_ID_60c72c2c3a,-0.48175466
C_ID_b89dd01483,-0.28496528
C_ID_ca5374a321,-1.2775904
C_ID_8f9d3e108b,-0.7169769
C_ID_359291bd41,-0.09165776
C_ID_bb0cb76ef6,-0.94766164
C_ID_644b4ac8a4,-0.31616473
C_ID_53040a8a11,-0.46477765
C_ID_f874d2a704,-0.1904369
C_ID_5d91ed4112,-0.38951868
C_ID_794cba1242,-0.4889964
C_ID_a29e78e61f,-0.5532781
C_ID_d6e5994952,-1.12847
C_ID_10beb4bb70,-0.3695953
C_ID_626716fe69,-1.2830224
C_ID_77dbe57a08,-0.69616103
C_ID_167522dd91,-0.18933755
C_ID_f11416b4b2,-0.62813187
C_ID_8fac1ea9ad,-0.29848033
C_ID_6725d9114f,-0.50331914
C_ID_63291ef8e8,-1.0460558
C_ID_2df7089ceb,-0.0019851923
C_ID_47251b1d39,-2.0713956
C_ID_6987979396,-0.33354092
C_ID_6b20086f1c,-0.28360963
C_ID_37a125f1b2,-0.5385928
C_ID_c777351240,-0.1591456
C_ID_34bf4ce0c8,-2.1276925
C_ID_6c0d712012,-0.78389096
C_ID_be2e383ff9,-0.52861226
C_ID_7b9fb53bd7,-1.048551
C_ID_9cac55659d,-0.57374537
C_ID_c8c081b4b4,-0.86372113
C_ID_c11976c7c3,-0.16855192
C_ID_5cf8a47b12,-0.27482724
C_ID_044a728838,-0.5786624
C_ID_5543af9094,-0.13398409
C_ID_1bf9371a0c,-0.26226312
C_ID_7658e8a511,-0.56991875
C_ID_3733f45c91,0.441396
C_ID_9737ad2640,-0.28897172
C_ID_7cd135df49,-1.9596052
C_ID_d3f9f29690,-0.0378322
C_ID_b68cb361b6,-0.5525714
C_ID_8826aad8ac,-0.5702033
C_ID_02bfcd2a89,-0.83332574
C_ID_74e2b4afaa,-0.49733382
C_ID_570c45720a,-0.9169353
C_ID_28721e2548,-0.3143512
C_ID_77b4a5295f,-0.043394446
C_ID_f77d9b9363,-1.9368742
C_ID_294a7efc9c,0.33426303
C_ID_ea878ea059,0.027453244
C_ID_d891906f01,0.39574748
C_ID_c699b737ca,-0.530535
C_ID_4f994469b2,0.047852576
C_ID_ecd78bfd42,-1.1632702
C_ID_bf9c6e6521,0.8534624
C_ID_5b1649cf49,0.26388514
C_ID_f5cb867bfb,-0.8109031
C_ID_c37a157761,-0.58281946
C_ID_8aaa31d2ff,-0.40385354
C_ID_76248d4f9e,-0.34928137
C_ID_e38faf83ae,-1.1449946
C_ID_e065cf37d3,-0.4975413
C_ID_babeccf2f8,-0.6682533
C_ID_7619409e9b,-0.4111666
C_ID_1a1055f203,-0.16583323
C_ID_b39fc093e9,-0.9833107
C_ID_fe694de6d5,0.4741973
C_ID_90d4298c15,0.1562207
C_ID_616eb9e2a7,-0.19488895
C_ID_b396a31f08,-0.88283503
C_ID_0f19aa7bdc,-0.2455796
C_ID_acfd62662f,-0.728863
C_ID_d6169ed844,-0.5559993
C_ID_4d8cd9ee19,-0.2435779
C_ID_672ccdd9aa,-0.36862445
C_ID_6b6974d92a,0.2782197
C_ID_69cad65798,0.25621432
C_ID_f2951acca9,-0.15997493
C_ID_98ce282a41,-0.5233915
C_ID_48461436c4,-1.1103247
C_ID_c67b515418,-0.67910254
C_ID_669b969118,-0.91811323
C_ID_1de37c1871,1.0867641
C_ID_1f8bce815d,-0.8349662
C_ID_6e6b38cdd1,0.062072814
C_ID_eed194a76a,0.85164404
C_ID_98aea24ae2,0.19915992
C_ID_3c336ae2a0,-0.4648913
C_ID_64d7e12627,0.19885024
C_ID_23b0303da7,-0.8424493
C_ID_749f0fd6c4,0.4831662
C_ID_09e183fb2e,-0.32335168
C_ID_73fb1dae5e,-0.40686673
C_ID_6fd5929c67,-0.37445545
C_ID_c1f78ed26c,-0.3010081
C_ID_77ca7d3439,-0.64017177
C_ID_3ad47606b4,-0.34743458
C_ID_d248a9b767,-0.42389035
C_ID_0ecfde16bc,-0.37651944
C_ID_6e7676a6fa,-1.4685831
C_ID_f887df96a8,-0.40197968
C_ID_c06da29075,0.23166645
C_ID_0d019aba1b,-0.3101591
C_ID_a34d2bbdbf,-0.66670203
C_ID_66422419e7,0.12941107
C_ID_aebbc78886,-0.4057871
C_ID_cbf3c2b584,-0.35219616
C_ID_1b4509d71e,-0.394814
C_ID_98a2ea3f91,-0.3312261
C_ID_d0f9f78450,-0.5813751
C_ID_52eb502289,-0.4237427
C_ID_8207ac8679,0.06981018
C_ID_692b99fa6f,-0.37042975
C_ID_90843b7a94,-0.015383422
C_ID_cb93ed467a,-0.35873497
C_ID_0122d12d54,-0.59312844
C_ID_2bc6e22ca3,-0.4678573
C_ID_5b35ce96b3,-0.4074365
C_ID_04d1b535c9,0.17259815
C_ID_133f1c32fc,-0.8098819
C_ID_3f7b6f3d8e,-0.495215
C_ID_109a0b0e85,-1.1250337
C_ID_6ad04db6f0,-0.46628362
C_ID_f417231338,-0.5355389
C_ID_ae9db8a856,-0.6937609
C_ID_af0bc0580f,-0.37528008
C_ID_f37d2517d8,-0.80027366
C_ID_88e7427589,-0.47741783
C_ID_144416ee6f,-0.57449925
C_ID_074a32ba02,-0.5254723
C_ID_a05e126aa7,-0.4264487
C_ID_5d050aa9e1,-0.20520812
C_ID_51ba2d5135,-1.2338301
C_ID_af03d43eb6,-0.36825174
C_ID_75b9883d33,-0.13918185
C_ID_0b7b51e522,0.18877277
C_ID_025a582bd0,-0.42589295
C_ID_8def3ecd85,0.0013569891
C_ID_3520de6da3,-0.3762434
C_ID_34ee53b696,-0.39406884
C_ID_c1d7694192,-0.76751184
C_ID_81a412a7ba,0.17015386
C_ID_3a8b5b68ed,-0.5768696
C_ID_13f3e9e5ce,-1.4312159
C_ID_5f6082150b,-0.28345072
C_ID_92a14249ea,0.2820752
C_ID_9976a8ffe9,-0.45268202
C_ID_83342afd60,-0.55912566
C_ID_875cadb7f5,-0.56210625
C_ID_97eb6836b7,-0.49459207
C_ID_bbb8d26140,-0.15830135
C_ID_66b2103231,-0.80028784
C_ID_9c11c8f212,-0.72321045
C_ID_d8837ff165,-0.7547685
C_ID_cedf04e754,0.10721737
C_ID_44d150c95b,-0.6851814
C_ID_1cf8996ea0,0.00076955557
C_ID_810898f9b7,-0.1562118
C_ID_a0e6c48ac8,-0.45997483
C_ID_e74cf6dd97,-0.6104852
C_ID_5d7e2c0b6d,-1.5047257
C_ID_7bd5319112,-0.10431814
C_ID_0cc0512a9a,-0.30596983
C_ID_1dff3848d8,-0.77257335
C_ID_a45d84ca4c,-1.4136293
C_ID_910450843e,-0.05141592
C_ID_80acf3e66d,-0.63160896
C_ID_7dd50a82e0,-0.9540409
C_ID_96f678c220,-0.6443099
C_ID_f2a9d168ab,-0.20296812
C_ID_b60dece69e,-0.31495184
C_ID_189c9c9273,-0.28629225
C_ID_465e2075eb,-0.10687739
C_ID_c3f0c16f40,-0.6994914
C_ID_34e9d87d48,-1.0308149
C_ID_3f12f3e7af,-0.5336416
C_ID_abbb3ede6a,-0.76872337
C_ID_190311449f,-0.37611043
C_ID_5717269dc7,-0.19006908
C_ID_f909ce2ff1,-0.37361526
C_ID_e813cd28f5,0.17392841
C_ID_29a5062621,-0.55472803
C_ID_ad758bd0d9,-0.07885051
